numMajors,Rank,School,Grad Rate,2013cost,all_20netroi,all_annualroi,2013cost_aid,all_20netroi_aid,all_annualroi_aid,art_20netroi,art_annualroi,art_20netroi_aid,art_annualroi_aid,bus_20netroi,bus_annualroi,bus_20netroi_aid,bus_annualroi_aid,cs_20netroi,cs_annualroi,cs_20netroi_aid,cs_annualroi_aid,econ_20netroi,econ_annualroi,econ_20netroi_aid,econ_annualroi_aid,edu_20netroi,edu_annualroi,edu_20netroi_aid,edu_annualroi_aid,eng_20netroi,eng_annualroi,eng_20netroi_aid,eng_annualroi_aid,humanities_20netroi,humanities_annualroi,humanities_20netroi_aid,humanities_annualroi_aid,lifesci_20netroi,lifesci_annualroi,lifesci_20netroi_aid,lifesci_annualroi_aid,math_20netroi,math_annualroi,math_20netroi_aid,math_annualroi_aid,nurse_20netroi,nurse_annualroi,nurse_20netroi_aid,nurse_annualroi_aid,polisci_20netroi,polisci_annualroi,polisci_20netroi_aid,polisci_annualroi_aid,social_20netroi,social_annualroi,social_20netroi_aid,social_annualroi_aid
7,271,University of California - Davis (UC Davis) (Out-Of-State),0.81,229500,334200,0.048,158000,405800,0.067,32520,0.008,104100,0.027,378300,0.052,449900,0.071,767000,0.078,838600,0.098,342600,0.048,414200,0.068,,,,,677800,0.073,749300,0.093,136900,0.025,208400,0.045,369900,0.051,441400,0.071,,,,,,,,,,,,,,,,
6,272,University of Arizona (Out-Of-State),0.61,169400,334100,0.058,125600,377900,0.074,-57200,-0.019,-13400,-0.004,370700,0.061,414500,0.077,,,,,,,,,,,,,673300,0.085,717100,0.102,13000,0.005,56790,0.02,229200,0.045,273000,0.061,,,,,,,,,188000,0.04,231800,0.055,,,,
3,273,Oklahoma State University (OSU) - Main Campus (In-State),0.62,91620,332300,0.081,54860,369000,0.109,,,,,260800,0.071,297600,0.099,540200,0.103,576900,0.132,,,,,,,,,708600,0.116,745400,0.145,,,,,,,,,,,,,,,,,,,,,,,,
1,274,University of San Diego (USD) ,0.76,227500,331200,0.048,139000,419800,0.074,,,,,431300,0.056,519900,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,275,University of Pittsburgh - Main Campus (In-State),0.79,121900,330700,0.07,75520,377100,0.095,,,,,262500,0.061,308900,0.087,605100,0.095,651500,0.122,,,,,,,,,676700,0.1,723100,0.127,88530,0.029,134900,0.054,293100,0.065,339500,0.091,,,,,,,,,1774,0.002,48160,0.027,,,,
1,276,Loyola Marymount University ,0.75,222600,330600,0.048,151300,401900,0.069,,,,,316700,0.047,387900,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,277,Iowa State University (Out-Of-State),0.71,136400,330100,0.065,105300,361100,0.079,55360,0.019,86420,0.032,283800,0.06,314900,0.073,796700,0.103,827800,0.117,,,,,,,,,591200,0.089,622300,0.103,,,,,101200,0.03,132300,0.043,,,,,,,,,,,,,,,,
7,278,San Diego State University (SDSU) - Main Campus (In-State),0.66,104600,328900,0.075,58720,374700,0.107,102500,0.036,148400,0.067,304000,0.072,349900,0.104,552500,0.098,598300,0.13,,,,,,,,,768100,0.114,814000,0.146,188300,0.055,234200,0.085,327500,0.075,373400,0.107,,,,,,,,,311400,0.073,357300,0.105,,,,
1,279,Merrimack College ,0.64,185900,328700,0.054,115400,399100,0.079,,,,,368500,0.058,438900,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,280,University of Missouri - Columbia (In-State),0.71,94000,328300,0.08,65500,356800,0.099,167800,0.054,196300,0.073,402400,0.089,430900,0.108,690400,0.114,718900,0.134,,,,,,,,,638200,0.11,666700,0.13,,,,,,,,,,,,,,,,,330000,0.08,358500,0.1,,,,
1,281,University of Colorado at Colorado Springs (In-State),0.47,95410,327900,0.079,73530,349700,0.093,,,,,,,,,661800,0.111,683700,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,282 (tie),Ohio Northern University (ONU) ,0.7,198300,325600,0.051,98590,425300,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,282 (tie),Widener University - Main Campus ,0.55,210000,325600,0.05,119600,415900,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,284,Syracuse University ,0.82,220100,324700,0.048,114000,430900,0.083,272300,0.043,378400,0.078,469900,0.061,576000,0.096,648600,0.073,754800,0.109,752600,0.079,858700,0.115,,,,,606400,0.07,712500,0.106,,,,,,,,,,,,,,,,,,,,,,,,
2,285,Drake University ,0.74,166000,324000,0.057,103200,386800,0.083,-3970,0,58830,0.024,465300,0.071,528100,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,286,Arizona State University (ASU) (Out-Of-State),0.57,154900,323600,0.06,114800,363700,0.076,105900,0.028,146000,0.044,403200,0.068,443300,0.084,629000,0.086,669000,0.103,,,,,-66900,-0.026,-26800,-0.012,688500,0.09,728600,0.107,111600,0.029,151700,0.045,,,,,,,,,346900,0.062,387000,0.078,,,,,282800,0.055,322900,0.071
2,287,California State University - San Bernardino (CSUSB) (In-State),0.44,99420,323500,0.077,46220,376700,0.119,,,,,315300,0.076,368400,0.118,511300,0.097,564500,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,288,Daniel Webster College ,0.47,154900,322400,0.06,136500,340700,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,289 (tie),New York Institute of Technology (NYIT) ,0.46,192100,321900,0.052,121100,393000,0.077,,,,,171500,0.034,242600,0.058,267300,0.046,338300,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,289 (tie),University of Idaho (In-State),0.56,88290,321900,0.082,62110,348100,0.101,,,,,,,,,816700,0.125,842900,0.145,,,,,,,,,653100,0.114,679300,0.134,,,,,,,,,,,,,,,,,,,,,,,,
2,291,Utah State University - Main Campus (Out-Of-State),0.48,119400,321700,0.069,89410,351800,0.085,,,,,225900,0.056,255900,0.072,,,,,,,,,,,,,587400,0.095,617400,0.111,,,,,,,,,,,,,,,,,,,,,,,,
0,292,University of Tulsa ,0.66,192800,321600,0.052,106800,407700,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,293,University of Missouri - Kansas City (UMKC) (In-State),0.48,117700,320800,0.07,91960,346500,0.083,,,,,252900,0.061,278600,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,294,Colorado State University (CSU) (In-State),0.63,87780,320500,0.082,54900,353400,0.107,147000,0.052,179900,0.077,399100,0.091,432000,0.117,649100,0.114,681900,0.141,422200,0.094,455100,0.12,,,,,598800,0.11,631700,0.136,81290,0.035,114200,0.06,179800,0.059,212700,0.084,,,,,,,,,,,,,,,,
1,295,University of Massachusetts (UMass) - Dartmouth Campus (Out-Of-State),0.5,150700,320100,0.06,115900,354900,0.074,,,,,289000,0.057,323800,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,296 (tie),University of North Carolina at Charlotte (UNCC) (In-State),0.53,79170,320000,0.086,50690,348500,0.111,43590,0.024,72080,0.047,417900,0.098,446400,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,296 (tie),Kansas State University (KSU) (In-State),0.58,88860,320000,0.081,65250,343600,0.098,29160,0.016,52770,0.032,308200,0.079,331800,0.096,467100,0.098,490700,0.115,,,,,,,,,688700,0.116,712300,0.134,,,,,,,,,,,,,,,,,,,,,,,,
1,298,University of Wyoming (UW) (Out-Of-State),0.54,117500,318900,0.07,86840,349600,0.086,,,,,,,,,,,,,,,,,,,,,506100,0.089,536800,0.105,,,,,,,,,,,,,,,,,,,,,,,,
1,299,Notre Dame de Namur University (NDNU) ,0.47,194800,318200,0.051,108000,405100,0.083,,,,,385900,0.058,472700,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,300,University of North Carolina at Chapel Hill (UNC) (In-State),0.89,85290,318100,0.083,32830,370600,0.135,,,,,612500,0.113,664900,0.167,686100,0.118,738500,0.173,610800,0.112,663200,0.167,,,,,,,,,124300,0.048,176700,0.099,685200,0.118,737700,0.173,,,,,,,,,,,,,,,,
6,301,University of Georgia (UGA) (In-State),0.83,85990,316800,0.082,48820,353900,0.113,117800,0.046,155000,0.076,471800,0.1,509000,0.131,421600,0.095,458800,0.126,618200,0.113,655400,0.145,56310,0.027,93480,0.057,,,,,202700,0.064,239900,0.095,,,,,,,,,,,,,,,,,,,,
3,302,University of Alabama - Main Campus (In-State),0.67,103200,316700,0.074,60360,359500,0.104,2428,0.003,45270,0.03,362600,0.08,405500,0.109,,,,,,,,,,,,,722400,0.111,765300,0.142,,,,,,,,,,,,,,,,,,,,,,,,
10,303,Ohio State University (OSU) - Main Campus (In-State),0.82,110600,316400,0.072,75890,351100,0.092,74210,0.028,108900,0.047,380400,0.079,415100,0.1,606900,0.1,641600,0.121,362400,0.077,397100,0.098,-113000,<-16.7%,-78500,<-16%,670700,0.104,705400,0.125,73210,0.027,107900,0.047,,,,,,,,,391000,0.08,425700,0.101,190900,0.053,225600,0.073,3983,0.003,38680,0.022
4,304,University at Buffalo (UB) (Out-Of-State),0.7,130000,315300,0.065,97990,347300,0.08,71910,0.024,104000,0.039,211900,0.051,244000,0.066,595800,0.092,627800,0.107,,,,,,,,,581100,0.09,613100,0.106,,,,,,,,,,,,,,,,,,,,,,,,
1,305 (tie),Purdue University - Calumet Campus (In-State),0.29,94450,315200,0.078,63360,346300,0.1,,,,,250300,0.069,281400,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,305 (tie),University of Wisconsin (UWEC) - Eau Claire (Out-Of-State),0.65,113100,315200,0.071,96970,331400,0.079,,,,,348600,0.075,364800,0.083,,,,,,,,,,,,,,,,,,,,,218900,0.057,235100,0.065,,,,,,,,,,,,,,,,
3,307,University of New Hampshire (UNH) - Main Campus (In-State),0.77,116600,314900,0.069,73580,358000,0.094,,,,,357600,0.074,400700,0.099,,,,,,,,,,,,,541800,0.092,584900,0.118,273600,0.064,316600,0.089,,,,,,,,,,,,,,,,,,,,
5,308,Michigan State University (MSU) (Out-Of-State),0.79,176500,313800,0.054,135200,355100,0.068,,,,,415500,0.064,456700,0.078,683800,0.084,725100,0.099,,,,,,,,,572300,0.077,613600,0.091,45700,0.013,86980,0.027,,,,,,,,,279100,0.05,320400,0.064,,,,,,,,
1,309,Seattle University ,0.78,196500,313400,0.051,132200,377700,0.072,,,,,364500,0.056,428900,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,310 (tie),DePauw University ,0.78,192600,312800,0.051,99290,406100,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,310 (tie),Adelphi University ,0.66,179400,312800,0.053,114800,377400,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,312,Morehouse College ,0.55,183100,312400,0.053,104400,391100,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,313,University of Redlands ,0.72,218100,311700,0.047,108900,420900,0.084,,,,,343000,0.05,452200,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,314,West Virginia University (WVU) - Main Campus (In-State),0.57,74270,311600,0.088,44520,341400,0.116,,,,,359400,0.094,389100,0.122,,,,,,,,,,,,,631800,0.121,661600,0.15,,,,,,,,,,,,,,,,,,,,,,,,
0,315,Farmingdale State College (Out-Of-State),0.43,133500,311300,0.064,105500,339300,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,316,Fitchburg State College (In-State),0.51,84790,311200,0.082,58500,337500,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,317,University of Wisconsin (UW) - La Crosse Campus (In-State),0.7,76860,310900,0.086,64430,323300,0.096,,,,,343500,0.09,356000,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,318,SUNY - Institute of Technology (SUNYIT) (In-State),0.33,83080,310800,0.083,59910,334000,0.101,,,,,161700,0.057,184800,0.075,431400,0.097,454500,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,319,California State University - Sacramento (CSUS) (In-State),0.41,110100,310500,0.071,57620,363000,0.106,,,,,271900,0.066,324300,0.101,885600,0.118,938000,0.155,,,,,,,,,799900,0.113,852300,0.15,,,,,,,,,,,,,,,,,,,,,213600,0.057,266000,0.092
1,320,Sonoma State University (In-State),0.55,104100,310400,0.073,61890,352600,0.102,,,,,433500,0.087,475800,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,321,Valparaiso University ,0.74,173300,309200,0.054,90190,392300,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,322,Texas A&M University - Kingsville Campus (In-State),0.32,77980,307700,0.085,29630,356100,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,323,Shippensburg University of Pennsylvania (In-State),0.57,85040,307600,0.081,60040,332600,0.1,,,,,360300,0.088,385300,0.107,537200,0.106,562200,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,324,"Concordia University - Austin, TX ",0.34,152300,307400,0.059,90450,369200,0.086,,,,,414700,0.07,476500,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,325,University of Tennessee (In-State),0.66,101200,307200,0.074,64900,343500,0.098,189000,0.056,225300,0.08,374200,0.082,410500,0.106,,,,,,,,,,,,,683700,0.11,720000,0.135,,,,,,,,,,,,,,,,,,,,,,,,
8,326,Northern Illinois University (NIU) (In-State),0.54,115300,307100,0.069,74000,348400,0.093,41530,0.017,82880,0.04,372300,0.076,413700,0.101,700100,0.105,741500,0.129,,,,,23650,0.011,65000,0.034,721900,0.106,763300,0.131,,,,,327500,0.071,368800,0.095,,,,,482200,0.087,523600,0.112,23270,0.011,64620,0.034,,,,
5,327 (tie),University of Utah (Out-Of-State),0.59,164700,307000,0.056,129500,342200,0.069,7065,0.004,42290,0.016,341800,0.06,377100,0.072,693600,0.088,728800,0.101,491800,0.073,527000,0.086,,,,,655500,0.085,690700,0.098,,,,,,,,,,,,,,,,,,,,,,,,
1,327 (tie),Lamar University (Out-Of-State),0.32,142600,307000,0.061,115500,334000,0.072,,,,,323900,0.063,351000,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,329,University of Nevada - Reno (UNR) (In-State),0.54,103600,306400,0.073,80210,329800,0.087,,,,,421100,0.086,444500,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,330,University of Nebraska - Lincoln (In-State),0.65,91130,306300,0.078,60780,336700,0.1,23300,0.013,53650,0.034,289600,0.076,319900,0.098,,,,,,,,,,,,,659700,0.113,690000,0.136,,,,,,,,,,,,,,,,,,,,,,,,
3,331 (tie),Old Dominion University (In-State),0.49,88430,305900,0.079,56450,337800,0.104,-96800,<-21.9%,-64800,<-20.8%,250800,0.071,282800,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313400,0.08,345400,0.105,,,,,,,,
1,331 (tie),University of Colorado - Denver Campus (Out-Of-State),0.45,163500,305900,0.056,132700,336700,0.067,,,,,158000,0.036,188800,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,333,University of Scranton ,0.83,205800,304900,0.048,130000,380700,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,334,American University - Washington D.C. ,0.77,214100,304600,0.047,129400,389300,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70990,0.016,155700,0.042,,,,
1,335,Rutgers University - Camden Campus (In-State),0.64,121300,304300,0.067,80460,345100,0.089,,,,,455900,0.083,496700,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,336,Smith College ,0.85,223300,303600,0.046,89500,437400,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,337,Quinnipiac University ,0.75,204300,303200,0.048,140600,366900,0.068,,,,,376700,0.055,440400,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,338,University of Colorado - Boulder (UCB) (Out-Of-State),0.68,209200,302700,0.047,171600,340300,0.058,,,,,319800,0.049,357400,0.06,821700,0.085,859300,0.096,247800,0.042,285400,0.052,,,,,540400,0.068,578000,0.078,-8160,0,29460,0.01,135600,0.027,173300,0.037,,,,,,,,,114900,0.024,152500,0.034,,,,
2,339,University of Vermont (UVM) (In-State),0.76,111200,302600,0.07,57110,356700,0.106,,,,,387700,0.08,441800,0.116,,,,,,,,,,,,,,,,,178900,0.051,233000,0.086,,,,,,,,,,,,,,,,,,,,
1,340,New Mexico State University - Main Campus (Out-Of-State),0.44,143900,302000,0.06,105800,340100,0.076,,,,,132000,0.035,170000,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,341,Texas Woman's University (Out-Of-State),0.45,111300,301700,0.069,92190,320900,0.08,,,,,320600,0.072,339700,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521300,0.093,540400,0.103,,,,,,,,
2,342,University of Nevada - Las Vegas (UNLV) (In-State),0.41,100400,301500,0.074,74340,327600,0.09,,,,,384800,0.084,410800,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29030,0.014,55080,0.03
0,343 (tie),"Dickinson College - Carlisle, PA ",0.85,224700,301000,0.045,124000,401700,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,343 (tie),Worcester State University (In-State),0.51,92000,301000,0.077,70730,322300,0.091,,,,,412100,0.091,433400,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,345,Central Connecticut State University (In-State),0.52,100300,300600,0.073,73770,327100,0.09,,,,,367300,0.082,393800,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,346 (tie),Marquette University ,0.8,187200,299600,0.051,124800,362100,0.072,,,,,277100,0.048,339500,0.07,,,,,,,,,,,,,592900,0.076,655300,0.098,,,,,,,,,,,,,,,,,,,,,,,,
1,346 (tie),SUNY - Geneseo (Out-Of-State),0.79,118400,299600,0.067,98720,319300,0.077,,,,,390300,0.077,409900,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,348,Washington State University (WSU) (Out-Of-State),0.67,159100,299200,0.056,119400,338900,0.071,-10200,-0.002,29550,0.013,310100,0.057,349800,0.073,604800,0.083,644600,0.099,,,,,,,,,602500,0.083,642200,0.099,,,,,,,,,,,,,452600,0.071,492300,0.087,,,,,292000,0.055,331700,0.07
1,349,Pepperdine University ,0.81,224200,297900,0.045,101200,420900,0.087,,,,,545200,0.065,668300,0.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,350 (tie),Trinity University ,0.8,178000,297700,0.052,102900,372800,0.081,,,,,415300,0.064,490400,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,350 (tie),Tuskegee University ,0.46,141200,297700,0.06,108800,330100,0.074,,,,,447000,0.076,479400,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,352,"Sacred Heart University - Fairfield, CT ",0.63,199500,297600,0.048,147900,349200,0.064,,,,,316500,0.05,368000,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,353,California State University - Northridge (CSUN) (In-State),0.48,112300,297200,0.069,60070,349400,0.103,137000,0.042,189300,0.075,354000,0.076,406300,0.11,758500,0.11,810800,0.145,,,,,,,,,672900,0.104,725100,0.139,-140000,<-3.9%,-87700,<-2.4%,,,,,,,,,,,,,,,,,,,,
2,354,University of Arkansas - Main Campus (In-State),0.6,88790,297000,0.078,55530,330200,0.104,,,,,284200,0.076,317500,0.102,517500,0.103,550800,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,355,Saint Anselm College ,0.74,186700,296700,0.05,114900,368600,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,356,Auburn University (Out-Of-State),0.68,158700,295900,0.056,110000,344600,0.075,102400,0.027,151200,0.046,247000,0.05,295800,0.069,,,,,,,,,,,,,541500,0.079,590300,0.099,,,,,,,,,,,,,,,,,,,,,,,,
1,357,"Saint Joseph's University (SJU) - Philadelphia, PA ",0.79,210100,295500,0.047,140300,365300,0.068,,,,,395000,0.056,464800,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,358,College of Notre Dame of Maryland ,0.48,168700,295300,0.054,87150,376800,0.089,,,,,589100,0.08,670600,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,359,Holy Family University ,0.61,161900,295100,0.055,91160,365900,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,360 (tie),California State University - Fresno (Fresno State) (In-State),0.48,96310,294000,0.074,43830,346500,0.117,,,,,405000,0.088,457500,0.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,360 (tie),"Oakland University - Rochester Hills, MI (In-State)",0.43,98050,294000,0.073,65850,326200,0.095,,,,,291100,0.073,323300,0.095,,,,,,,,,,,,,609300,0.106,641500,0.128,,,,,,,,,,,,,,,,,,,,,,,,
8,362,Indiana University (IU) - Bloomington (In-State),0.75,92300,293300,0.076,45140,340400,0.115,37330,0.019,84490,0.056,545400,0.103,592500,0.143,562700,0.105,609900,0.145,523100,0.101,570300,0.141,-101000,<-16.7%,-53900,<-16%,,,,,,,,,253400,0.07,300600,0.109,,,,,336300,0.082,383500,0.121,,,,,101100,0.039,148300,0.077
3,363,Montana State University - Main Campus (In-State),0.49,86090,292800,0.079,60480,318400,0.098,,,,,179000,0.06,204600,0.078,,,,,,,,,-69800,-0.078,-44200,-0.062,710800,0.12,736400,0.139,,,,,,,,,,,,,,,,,,,,,,,,
2,364,University of Wisconsin (UW) - Stout Campus (In-State),0.52,81800,292700,0.081,65340,309200,0.093,212200,0.068,228600,0.08,277300,0.079,293700,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,365,University of Kentucky (UK) (In-State),0.59,97340,292500,0.074,63520,326400,0.097,-7760,-0.003,26060,0.019,291400,0.073,325200,0.097,651300,0.109,685100,0.133,359300,0.082,393100,0.105,,,,,579100,0.104,613000,0.127,,,,,,,,,,,,,,,,,,,,,,,,
0,366,University of St. Francis ,0.56,156800,292200,0.056,77980,371000,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,367,Texas A&M University - Corpus Christi Campus (In-State),0.39,86640,292100,0.078,53590,325200,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,368,Daemen College ,0.48,153300,291500,0.056,85640,359100,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,369,Tennessee Technological University (TTU) (Out-Of-State),0.52,152000,291200,0.057,115700,327500,0.071,,,,,57550,0.018,93900,0.032,,,,,,,,,,,,,516400,0.079,552700,0.093,,,,,,,,,,,,,,,,,,,,,,,,
5,370,University of Cincinnati (UC) (Out-Of-State),0.55,194400,290600,0.048,160800,324200,0.058,34890,0.01,68480,0.02,210700,0.039,244300,0.049,770300,0.085,803900,0.095,,,,,,,,,555900,0.072,589500,0.082,,,,,,,,,,,,,226500,0.041,260100,0.051,,,,,,,,
6,371,University of Pittsburgh - Main Campus (Out-Of-State),0.79,162700,289900,0.054,116300,336300,0.072,,,,,221800,0.046,268200,0.063,564300,0.079,610700,0.098,,,,,,,,,636000,0.085,682400,0.103,47760,0.015,94150,0.032,252300,0.05,298700,0.067,,,,,,,,,-39000,-0.012,7396,0.005,,,,
1,372,Western Connecticut State University (Out-Of-State),0.43,151400,289400,0.057,126800,314100,0.066,,,,,276500,0.055,301200,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,373,Montclair State University (In-State),0.63,112800,289300,0.067,77750,324400,0.087,40490,0.017,75580,0.036,456000,0.086,491100,0.106,,,,,,,,,154000,0.046,189100,0.065,,,,,291400,0.068,326400,0.088,,,,,,,,,,,,,,,,,,,,
0,374,Grand Canyon University ,0.31,136900,289100,0.06,82240,343800,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,375,North Carolina Wesleyan College (NCWC) ,0.24,149100,288800,0.057,70990,366900,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,376 (tie),Salve Regina University ,0.72,186700,288700,0.05,117600,357800,0.074,,,,,268700,0.047,337800,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,376 (tie),"University of St. Thomas - St Paul, MN ",0.74,187700,288700,0.049,124900,351600,0.071,,,,,329100,0.054,392000,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,376 (tie),Western Washington University (Out-Of-State),0.67,139400,288700,0.059,109100,319000,0.072,97950,0.029,128300,0.041,452000,0.077,482300,0.09,947800,0.11,978100,0.124,,,,,,,,,,,,,-74500,-0.036,-44200,-0.024,,,,,,,,,,,,,147800,0.038,178200,0.051,,,,
1,379 (tie),SUNY - College at Old Westbury (In-State),0.35,83740,288400,0.079,47210,324900,0.111,,,,,409800,0.095,446300,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,379 (tie),Oregon State University (OSU) - Main Campus (Out-Of-State),0.61,157200,288400,0.055,130600,315000,0.065,6802,0.004,33430,0.013,176800,0.04,203400,0.05,604400,0.084,631000,0.094,,,,,,,,,619900,0.085,646500,0.095,,,,,,,,,,,,,,,,,,,,,,,,
2,381,Texas Christian University (TCU) ,0.75,188400,288100,0.049,117600,358900,0.074,,,,,549600,0.072,620400,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398700,0.06,469500,0.085,,,,,,,,
6,382,University of Kansas (In-State),0.64,93530,287500,0.075,63560,317500,0.095,29350,0.015,59310,0.035,390700,0.087,420700,0.109,713100,0.116,743000,0.137,,,,,,,,,,,,,60480,0.027,90440,0.047,189700,0.059,219600,0.079,,,,,469500,0.096,499400,0.117,,,,,,,,
2,383,University of California - Riverside (UCR) (In-State),0.66,126200,287400,0.063,48630,364900,0.115,,,,,281700,0.062,359200,0.114,,,,,,,,,,,,,,,,,24100,0.01,101600,0.06,,,,,,,,,,,,,,,,,,,,
1,384,Dallas Baptist University ,0.54,126800,287000,0.063,81050,332700,0.087,,,,,393000,0.075,438700,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
