numMajors,Rank,School,Grad Rate,2013cost,all_20netroi,all_annualroi,2013cost_aid,all_20netroi_aid,all_annualroi_aid,art_20netroi,art_annualroi,art_20netroi_aid,art_annualroi_aid,bus_20netroi,bus_annualroi,bus_20netroi_aid,bus_annualroi_aid,cs_20netroi,cs_annualroi,cs_20netroi_aid,cs_annualroi_aid,econ_20netroi,econ_annualroi,econ_20netroi_aid,econ_annualroi_aid,edu_20netroi,edu_annualroi,edu_20netroi_aid,edu_annualroi_aid,eng_20netroi,eng_annualroi,eng_20netroi_aid,eng_annualroi_aid,humanities_20netroi,humanities_annualroi,humanities_20netroi_aid,humanities_annualroi_aid,lifesci_20netroi,lifesci_annualroi,lifesci_20netroi_aid,lifesci_annualroi_aid,math_20netroi,math_annualroi,math_20netroi_aid,math_annualroi_aid,nurse_20netroi,nurse_annualroi,nurse_20netroi_aid,nurse_annualroi_aid,polisci_20netroi,polisci_annualroi,polisci_20netroi_aid,polisci_annualroi_aid,social_20netroi,social_annualroi,social_20netroi_aid,social_annualroi_aid
3,922,Georgia Southern University (Out-Of-State),0.5,135500,143500,0.038,109200,169800,0.05,-59100,-0.027,-32800,-0.016,184500,0.046,210800,0.057,336900,0.066,363300,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,923,California State University - Bakersfield (CSUB) (Out-Of-State),0.39,144100,143200,0.037,93210,194100,0.06,,,,,96930,0.028,147800,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,924 (tie),Clarion University of Pennsylvania (In-State),0.48,90310,143100,0.05,63940,169500,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,924 (tie),Andrews University ,0.59,141500,143100,0.037,92620,192000,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,926 (tie),University of Central Arkansas (In-State),0.41,82210,142800,0.053,47080,178000,0.083,,,,,248300,0.074,283400,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,926 (tie),University of Louisiana (UL) at Lafayette (Out-Of-State),0.44,109700,142800,0.044,80370,172200,0.061,-131000,<-21.9%,-101000,<-20.8%,98420,0.034,127800,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,928,"Johnson & Wales University (JWU) - Providence, RI ",0.53,161200,142300,0.034,107900,195600,0.055,,,,,234100,0.048,287400,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,929,Angelo State University (Out-Of-State),0.31,116300,142200,0.042,86190,172300,0.058,,,,,145000,0.043,175200,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,930,Baldwin-Wallace College ,0.68,156100,142100,0.035,85970,212300,0.066,,,,,247400,0.05,317600,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,931,Lipscomb University ,0.56,152600,141800,0.035,91400,203000,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,932,Coastal Carolina University (In-State),0.47,96900,141700,0.048,70090,168500,0.065,,,,,117300,0.042,144100,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,933,"Bowling Green State University - Bowling Green, OH (Out-Of-State)",0.58,130400,141000,0.039,104300,167100,0.051,-44300,-0.019,-18100,-0.008,301400,0.063,327500,0.075,546100,0.088,572200,0.1,,,,,-179000,<-16.7%,-152000,<-16%,,,,,,,,,118000,0.034,144200,0.046,,,,,,,,,,,,,,,,
1,934,The Richard Stockton College of New Jersey (Out-Of-State),0.64,153200,140000,0.035,111600,181600,0.051,,,,,165500,0.039,207100,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,935,Elmhurst College ,0.74,173200,139300,0.032,87920,224600,0.067,,,,,187900,0.039,273200,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,936,Westfield State University (In-State),0.6,82220,139200,0.052,68330,153100,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,937 (tie),Eastern New Mexico University - Main Campus (In-State),0.29,71650,138700,0.057,48940,161400,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,937 (tie),"Cameron University - Lawton, OK (In-State)",0.19,72820,138700,0.056,45220,166300,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,939,Western Illinois University (In-State),0.54,101900,138300,0.045,62880,177300,0.071,50670,0.022,89730,0.047,178600,0.054,217700,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63140,0.026,102200,0.051
0,940,Eastern Connecticut State University (Out-Of-State),0.53,148300,138000,0.035,120500,165800,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,941,"St. Catherine University - St. Paul, MN ",0.55,187200,137800,0.03,105100,220000,0.06,,,,,112500,0.025,194600,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,942,Chapman University ,0.72,236400,137600,0.025,133300,240800,0.055,45740,0.011,148900,0.04,187200,0.031,290300,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,943 (tie),"Lake Superior State University - Sault Ste Marie, MI (In-State)",0.38,95490,137100,0.047,55710,176900,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,943 (tie),Eastern Kentucky University (Out-Of-State),0.37,135300,137100,0.037,106400,166000,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275100,0.059,304000,0.072,,,,,,,,
1,943 (tie),Hope College ,0.77,154100,137100,0.034,96860,194300,0.058,,,,,244800,0.05,302000,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,946 (tie),University of La Verne ,0.59,202300,136900,0.028,111600,227600,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,946 (tie),University of Nebraska at Kearney (In-State),0.56,84450,136900,0.051,56930,164500,0.072,,,,,211800,0.066,239300,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,948 (tie),New Jersey City University (Out-Of-State),0.34,170400,136200,0.031,124600,182000,0.048,,,,,262600,0.049,308400,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,948 (tie),University of Northern Colorado (Out-Of-State),0.45,133000,136200,0.038,106800,162400,0.049,99150,0.03,125400,0.041,198600,0.048,224800,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393500,0.073,419700,0.085,,,,,,,,
1,950 (tie),Saint Edward's University ,0.69,171300,136100,0.031,86210,221100,0.067,,,,,107600,0.026,192600,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,950 (tie),Fort Hays State University (FHSU) (Out-Of-State),0.42,110600,136100,0.043,90200,156500,0.053,,,,,173800,0.05,194200,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,952 (tie),Southeastern Louisiana University (Out-Of-State),0.34,115300,136000,0.041,82670,168700,0.059,,,,,164900,0.047,197600,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289000,0.066,321600,0.084,,,,,,,,
1,952 (tie),Mount Olive College ,0.41,111300,136000,0.042,61900,185400,0.073,,,,,353600,0.076,403000,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,954,Mount Holyoke College ,0.81,218700,135400,0.026,98590,255500,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,955,Silver Lake College ,0.42,136600,134900,0.037,62550,208900,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,956,College of Mount St. Joseph ,0.58,143000,134100,0.035,86850,190300,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,957,Midamerica Nazarene University ,0.51,141000,133600,0.036,80120,194500,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,958,Kent State University (KSU) (Out-Of-State),0.52,142900,133400,0.035,113700,162600,0.047,-1590,0.001,27590,0.013,187000,0.044,216200,0.056,,,,,,,,,-83400,-0.041,-54200,-0.03,,,,,,,,,,,,,,,,,298800,0.06,327900,0.072,,,,,,,,
1,959,Eastern Illinois University (Out-Of-State),0.6,165500,133200,0.032,140200,158600,0.04,,,,,200800,0.042,226200,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,960,University of Wisconsin (UW) - River Falls Campus (In-State),0.54,74980,133100,0.054,60060,148000,0.066,,,,,199800,0.069,214700,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,961,Columbus State University (In-State),0.34,85610,132900,0.05,57030,161500,0.071,,,,,176700,0.059,205300,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,962,Canisius College ,0.68,180800,132800,0.03,83880,229800,0.07,,,,,54960,0.015,151900,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,963,California University of Pennsylvania (Cal U) (Out-Of-State),0.51,114100,132700,0.041,87200,159600,0.055,,,,,132300,0.041,159200,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,964,Rhodes College ,0.81,192900,132500,0.028,106600,218800,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,965,University of North Alabama (UNA) (In-State),0.32,68780,132400,0.057,46210,155000,0.078,,,,,69570,0.037,92130,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272200,0.085,294800,0.107,,,,,,,,
1,966 (tie),Washburn University (Out-Of-State),0.34,119600,132100,0.04,96480,155200,0.051,,,,,363800,0.074,386800,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,966 (tie),SUNY - New Paltz (Out-Of-State),0.73,121300,132100,0.039,92300,161200,0.054,,,,,167600,0.046,196700,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,968,Alma College ,0.67,168100,131900,0.031,84060,216000,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,969,Hastings College ,0.55,139500,131800,0.036,80210,191100,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,970,Slippery Rock University (Out-Of-State),0.62,103000,131500,0.044,77270,157200,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,971 (tie),Xavier University ,0.78,176200,131300,0.03,110900,196600,0.054,,,,,319500,0.055,384900,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,971 (tie),University of Sioux Falls (USF) ,0.48,141500,131300,0.035,80550,192200,0.065,,,,,217500,0.049,278500,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,973,University of Wisconsin (UW) - Stevens Point Campus (In-State),0.6,72520,131000,0.055,57640,145900,0.067,,,,,213400,0.073,228300,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,974,Spring Hill College ,0.62,172700,130800,0.03,85050,218400,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,975,East Carolina University (ECU) (Out-Of-State),0.58,135200,130700,0.036,100400,165500,0.052,-18200,-0.006,16670,0.009,239400,0.054,274300,0.07,352600,0.068,387500,0.084,,,,,-167000,<-16.7%,-132000,<-16%,,,,,,,,,,,,,,,,,242400,0.054,277300,0.07,,,,,-47500,-0.02,-12600,-0.005
1,976,Missouri Western State University (In-State),0.31,81970,130600,0.051,54130,158500,0.073,,,,,264300,0.076,292100,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,977,East Tennessee State University (ETSU) (In-State),0.41,100100,130400,0.044,64580,166000,0.067,,,,,69270,0.028,104800,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,978,Belhaven University ,0.49,138500,129800,0.035,83410,185000,0.062,,,,,84160,0.026,139300,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,979,Keene State College (Out-Of-State),0.62,127000,129700,0.037,100700,155900,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,980,"Westminster College - New Wilmington, PA ",0.78,167600,129600,0.031,88980,208200,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,981,Otterbein College ,0.59,169400,129500,0.03,94020,204900,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,982 (tie),University of Southern Indiana (In-State),0.39,83500,128900,0.049,57260,155200,0.069,,,,,169900,0.059,196100,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,982 (tie),University of Mary Hardin-Baylor (UMHB) ,0.46,145800,128900,0.034,96950,177800,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,984,Southern Arkansas University - Main Campus (In-State),0.33,79880,128500,0.051,35310,173000,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,985,Southern Utah University (Out-Of-State),0.45,123500,128300,0.038,105700,146200,0.046,,,,,271500,0.062,289400,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,986,Whittier College ,0.67,205700,128200,0.026,111700,222300,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,987,Alabama A&M University (AAMU) (Out-Of-State),0.32,100000,127900,0.044,68320,159600,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,988,Indiana University-Purdue University - Indianapolis (IUPUI) (Out-Of-State),0.39,190400,127700,0.028,148800,169300,0.04,27820,0.008,69370,0.021,105900,0.024,147400,0.037,82610,0.02,124200,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,989,Florida Agricultural and Mechanical (A&M) University (FAMU) (Out-Of-State),0.4,146200,127600,0.034,103700,170000,0.051,,,,,197900,0.045,240300,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,990,Winthrop University (Out-Of-State),0.53,150200,127500,0.033,112400,165300,0.048,-118000,-0.073,-80300,-0.059,252500,0.052,290300,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,991,SUNY - College at Plattsburgh (Out-Of-State),0.61,120400,127200,0.038,95570,152100,0.05,,,,,203300,0.052,228200,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,992,Birmingham Southern College ,0.66,171000,127100,0.03,95590,202500,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,993,Frostburg State University (Out-Of-State),0.44,133400,126400,0.036,104200,155500,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,994,University of Missouri - St. Louis Campus (Out-Of-State),0.47,178100,126100,0.029,129000,175100,0.046,,,,,205600,0.041,254600,0.058,495700,0.071,544700,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-161000,-0.109,-112000,-0.094
0,995,Texas A&M University - Commerce Campus (In-State),0.36,83910,125300,0.048,43990,165200,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,996,University of Southern Mississippi (USM) (In-State),0.5,86860,125100,0.047,45140,166800,0.082,,,,,56430,0.027,98150,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349000,0.086,390700,0.122,,,,,,,,
0,997 (tie),Texas Southern University (In-State),0.12,102200,124900,0.042,54330,172800,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,997 (tie),Bethune Cookman University ,0.4,113800,124900,0.039,71790,167000,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,999,Grand Valley State University (In-State),0.66,94620,124500,0.045,68340,150800,0.062,,,,,152600,0.051,178900,0.068,400400,0.088,426600,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1000,Ball State University (BSU) (In-State),0.57,91780,123800,0.045,47640,168000,0.08,1192,0.002,45330,0.036,174000,0.056,218200,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11900,-0.005,32270,0.028
2,1001,University of Nebraska at Omaha (Out-Of-State),0.46,137200,123700,0.034,108700,152100,0.046,,,,,129700,0.036,158100,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-111000,-0.078,-82400,-0.067
0,1002 (tie),Minnesota State University - Moorhead Campus (In-State),0.46,79350,123500,0.05,59680,143200,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1002 (tie),Jacksonville State University (JSU) (In-State),0.29,84170,123500,0.048,47680,160000,0.078,,,,,18450,0.012,54930,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1004,Webster University ,0.64,163500,122800,0.03,94900,191400,0.058,-76500,-0.029,-7920,-0.003,147700,0.034,216300,0.063,339600,0.06,408200,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1005,Cedar Crest College ,0.61,174900,122200,0.029,87990,209100,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1006,Western Illinois University (Out-Of-State),0.54,118400,121900,0.038,79300,160900,0.059,34250,0.014,73310,0.035,162200,0.046,201300,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46720,0.018,85780,0.039
0,1007,Campbell University ,0.51,162000,121500,0.03,96100,187400,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1008,Radford University (Out-Of-State),0.6,128900,121400,0.035,92750,157500,0.053,77910,0.026,114000,0.043,172400,0.045,208500,0.062,258600,0.058,294700,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1009,Northwest Missouri State University (In-State),0.52,74570,120400,0.051,45490,149500,0.077,,,,,129800,0.053,158900,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1010,Missouri Southern State University (MSSU) (In-State),0.34,67340,120100,0.054,41950,145500,0.079,,,,,241500,0.081,266900,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1011,Middle Tennessee State University (MTSU) (In-State),0.45,85880,120000,0.046,47850,158000,0.077,10900,0.008,48920,0.038,192600,0.062,230600,0.094,506800,0.103,544800,0.136,,,,,,,,,,,,,,,,,,,,,,,,,246000,0.072,284000,0.103,,,,,,,,
0,1012 (tie),Winston-Salem State University (Out-Of-State),0.4,116900,119700,0.038,76750,159800,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1012 (tie),Montana State University - Billings Campus (In-State),0.46,79470,119700,0.049,54480,144700,0.069,,,,,67260,0.033,92250,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1014,Marshall University (Out-Of-State),0.44,114500,119300,0.038,77920,155800,0.058,,,,,187800,0.051,224400,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1015,Azusa Pacific University ,0.63,182200,118900,0.027,120000,181100,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1016 (tie),"Simpson College - Indianola, IA ",0.67,158100,118800,0.03,80160,196800,0.066,,,,,184100,0.041,262100,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1016 (tie),Clarion University of Pennsylvania (Out-Of-State),0.48,114700,118800,0.038,88290,145100,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1016 (tie),University of Central Arkansas (Out-Of-State),0.41,106200,118800,0.04,71100,153900,0.061,,,,,224300,0.06,259400,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1019,Northwestern Oklahoma State University (Out-Of-State),0.31,90020,118600,0.045,64350,144200,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1020,University of Hawaii at Manoa (Out-Of-State),0.56,163700,118500,0.029,130500,151600,0.041,,,,,92830,0.024,126000,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1021,Longwood University (Out-Of-State),0.61,144600,118300,0.032,116000,146900,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1022,Western Kentucky University (Out-Of-State),0.43,129600,118100,0.035,101600,146200,0.047,,,,,101300,0.031,129400,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1023,Catawba College ,0.5,160200,117000,0.029,88180,189100,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1024,Eastern Michigan University (Out-Of-State),0.37,162800,116900,0.029,132000,147700,0.04,-218000,<-21.9%,-187000,<-20.8%,186600,0.041,217400,0.052,407800,0.066,438600,0.078,,,,,-86700,-0.036,-55900,-0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1025 (tie),SUNY - College at Cortland (In-State),0.69,88640,116700,0.045,66850,138500,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1025 (tie),Nicholls State University (In-State),0.39,75910,116700,0.049,45750,146900,0.076,,,,,25740,0.016,55900,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1027 (tie),Minnesota State University - Moorhead Campus (Out-Of-State),0.46,86250,116600,0.045,66570,136300,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1027 (tie),University of Wisconsin (UW) - Oshkosh Campus (Out-Of-State),0.5,116600,116600,0.037,97600,135600,0.046,-107000,-0.116,-88100,-0.108,198800,0.053,217800,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1029,Western Carolina University (Out-Of-State),0.48,115300,116000,0.037,88980,142300,0.051,,,,,19870,0.01,46180,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1030 (tie),Spring Arbor University ,0.53,136700,115900,0.033,73360,179200,0.065,,,,,60150,0.02,123500,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1030 (tie),Arkansas State University (ASU) (Out-Of-State),0.4,113900,115900,0.037,70480,159300,0.063,,,,,108400,0.036,151800,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1032,Southern Arkansas University - Main Campus (Out-Of-State),0.33,93000,115300,0.043,48430,159900,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1033,Carthage College ,0.6,176200,114900,0.027,110700,180500,0.051,,,,,234200,0.045,299800,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1034,Missouri State University (MSU) (In-State),0.55,79280,114700,0.047,57280,136700,0.065,35670,0.02,57680,0.037,152000,0.057,174000,0.074,613000,0.116,635000,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1035,California State University - Dominguez Hills (CSUDH) (Out-Of-State),0.28,163300,114300,0.029,112500,165200,0.048,,,,,91810,0.024,142700,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1036,Columbus College of Art And Design ,0.55,168700,113300,0.028,106500,175500,0.052,121200,0.029,183400,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1037 (tie),University of Nebraska at Kearney (Out-Of-State),0.56,108500,112900,0.038,80940,140400,0.053,,,,,187800,0.053,215300,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1037 (tie),Westfield State University (Out-Of-State),0.6,108500,112900,0.038,94570,126800,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1039,Stephen F. Austin State University (SFA) (Out-Of-State),0.44,136800,112300,0.032,101400,147700,0.048,56160,0.019,91640,0.034,239400,0.054,274900,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1040,Eastern New Mexico University - Main Campus (Out-Of-State),0.29,98200,112200,0.041,75490,134900,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1041,University of North Carolina at Wilmington (UNCW) (In-State),0.69,73380,111900,0.049,49030,136200,0.07,,,,,150700,0.059,175000,0.081,584800,0.118,609200,0.141,,,,,,,,,,,,,93380,0.044,117700,0.065,,,,,,,,,,,,,,,,,,,,
1,1042,University of Central Oklahoma (UCO) (Out-Of-State),0.32,115600,111600,0.036,88980,138200,0.05,,,,,434600,0.083,461300,0.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1043,University of Memphis (U of M) (Out-Of-State),0.4,167500,111400,0.027,124100,154800,0.043,-73100,-0.027,-29800,-0.012,148700,0.034,192100,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1044 (tie),University of The Incarnate Word ,0.47,164000,110800,0.028,95090,179700,0.056,,,,,132100,0.032,201000,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1044 (tie),University of North Alabama (UNA) (Out-Of-State),0.32,90360,110800,0.043,67800,133400,0.058,,,,,47980,0.023,70540,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250700,0.07,273200,0.086,,,,,,,,
3,1046,University of North Carolina at Greensboro (UNCG) (In-State),0.54,73980,110500,0.048,37600,146900,0.085,62250,0.033,98620,0.068,222000,0.074,258400,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352700,0.093,389100,0.131,,,,,,,,
1,1047 (tie),Ohio Dominican University ,0.41,161900,110000,0.028,86020,185900,0.061,,,,,162000,0.037,237900,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1047 (tie),Missouri Western State University (Out-Of-State),0.31,102600,110000,0.039,74720,137900,0.055,,,,,243700,0.064,271500,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
